Class Index,Title,Description
4,Mozilla backtracks in eBay privacy flap,The Mozilla Foundation has updated the German-language version of Firefox in a bid to defuse a growing controversy over the way its search toolbar handles private customer data.
4,New technique to enhance semiconductors,"Conventional silicon based microchips have been known to be problematic at high temperatures, often due to heat generated by the circuit within while operating at high frequencies."
4,Newfound Comet Set for Winter Display (SPACE.com),"SPACE.com - Donald Machholz of Colfax, \  California, an optician who has been interested in astronomy since age eight, \  discovered nine comets from 1978 through 1994. He has since spent 1,457 hours \  scanning the skies for other comets, without any luck."
4,Intel and AMD battle for dual-core chips,Advanced Micro Devices (AMD) showcased its dual-core x86 Opteron microprocessor this week. The upcoming dual-core CPU for the enterprise enviornment is expected to debut in mid-2005 and was housed in a HP ProLiant DL585 server.
4,Vodafone Peddles New BlackBerry,"Research In Motion #39;s BlackBerry 7100v, which sports the company #39;s latest keyboard technology, is being offered exclusively through Vodafone."
4,US rocket team halfway to winning \$10-million prize,"MOJAVE, CALIF. - A privately built and operated spacecraft roared out of the atmosphere on Wednesday with a historic flight that brings the team one step closer to winning a \$10-million US prize."
4,The IPod's New Trick: Photo Show,The iPod Photo looks and feels exactly like the existing iPod -- except it can display your photos on a bright screen. Should you buy it?
4,Asteroid Toutatis Makes Closest Pass in 651 Years (Reuters),Reuters - An asteroid named for a Celtic god\of war will come as close to Earth this week as it has since\1353.
4,Will Microsoft Lose The Browser Wars?,"Will Microsoft Lose The Browser Wars?\\Until recently, software giant, Microsoft's Internet Explorer Web browser enjoyed a relatively unchallenged position as the most popular Web browser in the world.\\Despite lawsuits and charges of unfair competition from the likes of Netscape and others, Microsoft dominates browser software with over 90 market share.\\Microsoft's ..."
4,HP cues iPod,Hewlett-Packard brands its own version of Apple's music player and introduces a line of consumer products.
4,Faster AMD Athlon 64 #39;s On The Way,"Chips such as the Athlon 64 FX and Intel #39;s Pentium 4 Extreme Edition populate the very top of the desktop market, appearing mainly in game machines fitted with the latest graphics cards and high-performance storage systems to render games with the "
4,Briefly: Piracy crackdown yields \$2.2 million,roundup Plus: Sun draws Nvidia graphics into Solaris...Tibco scoops up software company...PeopleSoft extends customer assurance.
4,General Wireless #39; Technology Opens up New Ways for PC Users to &lt;b&gt;...&lt;/b&gt;,"STOCKHOLM, Sweden, October 11 /PRNewswire/ -- Following an agreement between Vodafone UK, Starhome and General Wireless, Vodafone #39;s business customers can now send and receive text messages (SMS) in their MS-Outlook and Lotus Notes."
4,O #39;Keefe to meet on Thursday with LSU chancellor search committee,"The head of the nation #39;s space program will interview for the job as chancellor of LSU this week. NASA Administrator Sean O #39;Keefe, who has ties to Louisiana, has been recruited by LSU officials "
4,Ex-NASA Worker Pleads Innocent of Fake Inspections,A fired NASA safety inspector accused of falsifying space shuttle inspection reports pleaded not guilty to 166 criminal charges on Friday and a trial was tentatively set for Dec. 1.
4,Microsoft investigates Windows Server flaw,"Microsoft is investigating a security flaw in Windows server software that could allow an attacker to gain complete control over systems running the software, the company said."
4,Inputs are dangerous,"Well, it #39;s  quot;Patch Day Tuesday quot; again, and Microsoft just released another raft of security bulletins. We got ten bulletins this time, but that amounts to something upwind of 20 separate vulnerabilities "
4,Mercent to help Guess sell on Amazon,E-commerce Web services specialist is helping retailers take the guesswork out of setting up shop on Amazon.
4,Election Overseers Want Big Win,"Administrators are hoping that the victor in this year's presidential election will win by a wide margin. A close race, they fear, will result in more charges of voter fraud and demands for recounts. Kim Zetter reports from Washington."
4,"Nokia pulls out, Sony Ericsson goes in","STRANGE. THE DAY after Sony Ericsson announces it has done a deal with the Financial Times (FT) to offer content via its portal, Nokia says it is reigning back its own portal, Club Nokia."
4,Newfound Comet Set for Winter Display (SPACE.com),"SPACE.com - Donald Machholz of Colfax, \  California, an optician who has been interested in astronomy since age eight, \  discovered nine comet from 1978 through 1994. He has since spent 1,457 hours \  scanning the skies for other comets, without any luck."
4,AMD's Ruiz disappointed by Microsoft's 64-bit delays,"Advanced Micro Devices Inc. (AMD) is disappointed by Microsoft Corp.'s decision to delay the introduction of 64-bit versions of its Windows operating system, but sees no significant impact from the delay on sales of its 64-bit processors, the company's top executive said Thursday."
4,Administration ignores global warming warnings,"Yes, we know you don #39;t like that news, but it #39;s science - good science from what we can tell. A new four-year international report by 300 scientists from the United States and seven other countries that was "
4,FEC May Regulate Internet Political Activity,"By SHARON THEIMER     WASHINGTON (AP) -- With political fund raising, campaign advertising and organizing taking place in full swing over the Internet, it may just be a matter of time before the Federal Election Commission joins the action.    Well, that time may be now..."
4,"World ban on human cloning, UK stands up to US pressure",Great Britains best scientists are standing up to American government pressure to get a worldwide ban on all types of human cloning by backing an international campaign against American efforts.
4,GE to sell 60 of Indian BPO operation,"GE is selling a 60 stake in GE Capital International Services, its business process outsourcing subsidiary in India, for about \$500 million."
4,Congress Puts Hooks in Copyright Crooks,"Congressional lawmakers are taking a cue from Hollywood with an aim to beef up penalties against people who illegally swap copyrighted movies and songs over the Internet. \&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;"
4,Microsoft and Sun #39;s difficult dance,"news analysis Microsoft and Sun Microsystems may be going steady, but they aren #39;t quite sure where the relationship is headed."
4,"Movie studios sue US, European file-sharing  #39;parasites #39;","LOS ANGELES - Movie studios have expanded their fight against illegal downloading, suing more than 100 US and European-based computer services that transmit movie files across Internet file-sharing networks."
4,Technology ; Fans Throng for First Crack at New Game  #39;Halo 2 #39;,"Technology News, LOS ANGELES - It takes a special kind of person to stay up all night and stand in a line nearly 250 people long just to buy a video game -- but for rabid fans of the first  quot;Halo quot; on the Xbox video game console, it was well worth the wait "
4,Lost Dreams May Show Stuff Dreams Are Made Of (Reuters),"Reuters - A stroke that robbed a woman of her\dreams may help pinpoint where and how dreams are born in the\brain, scientists said on Friday."
4,Judge Declines to Dismiss Pollution Suit (AP),AP - A federal judge on Monday refused to dismiss a lawsuit accusing a Canadian mining company of polluting the Columbia River with heavy metals for decades.
4,FireFox better than Internet Explorer,"A recent study done by WestSideStory, a market research firm, present interesting results that show a continuous market share increase in FireFoxs favor."
4,News: Senior Republican charged in phone jamming plot,A former Bush campaign official has been charged with plotting to jam the phone networks of political opponents during the November 2002 election.\
4,Learning to Search for Life on Mars with the Atacama Rover,"Ames Research Center -- A dedicated team of scientists is spending the next four weeks in northern Chile's Atacama Desert. They are studying the scarce life that exists there and, in the process, helping NASA learn more about how primitive life forms could exist on Mars..."
4,"Greek, British Police Break Illegal Software Ring"," ATHENS (Reuters) - Greek and British police in a joint  operation cracked a multi-million illegal software sales ring,  arresting two people and seizing thousands of pirate high-tech  software programs, Greek police said on Friday."
4,PeopleSoft Denies Execs Visited Oracle (Reuters),"Reuters - PeopleSoft Inc.  on Tuesday\denied an analyst report that its executives recently met with\Oracle Corp. , the rival software vendor that last year\launched a hostile bid for PeopleSoft."
4,Correction: Spam-Lawsuit Story (AP),"AP - In an Aug. 29 story about a permanent injunction against a Rhode Island man who sent unsolicited text messages to Verizon Wireless cell phone customers, The Associated Press erroneously reported the date of the federal court action. The injunction was granted Aug. 23, not Aug. 27."
4,Firefox Browser On An Upward Trend,"carbolic writes  quot;The Firefox browser is ramping up as fast as Internet Explorer is ramping down. According to these stats posted from the Engadget logfiles, IE has dropped to 57 of all browsers used to visit "
4,Half-Life 2 users bitten by bugs,Several Half-Life 2 users who finally got the long-delayed game into their hands yesterday got exactly what they didn #39;t want--more delays.
4,HP developing 'smart rack' to ease data center work,Company shows off labor-saving data center technology at Palo Alto research lab.
4,Frances Damages NASA Space Center (AP),"AP - Hurricane Frances did more damage to the Kennedy Space Center than any other storm in history, tearing an estimated 1,000 exterior panels from the Vehicle Assembly Building and leaving a checkerboard of holes, officials said Monday."
4,IBM #8217;s Atlantic tools platform set to sail (InfoWorld),"InfoWorld - IBM Rational on Wednesday plans to flesh out complete plans for the upcoming IBM Software Development Platform, code-named  #8220;Atlantic. #8221;"
4,BT will switch its call center network to VoIP,"One challenge will be to link the call center with back-office databases of CRM applications so that agents can see, for example, the identity of the caller and the history of their account."
4,News: 'Electronic Jihad' fails to materialise,"Rumours that the Internet would witness a sustained and devastating cyber-attack by Islamic ""cyber-terrorists"" today have turned out to be completely baseless.\"
4,PluggedIn: Lost? Your Phone Knows a Way Out (Reuters),"Reuters - Back when everyone\believed the world was flat, people thought these rocky shores\on Spain's windswept ""coast of death"" were the end of the\world. In today's world, you only need a mobile phone to get\there ... and back."
4,Gaming Godzillas Prepare for Battle (washingtonpost.com),"washingtonpost.com - Let the games begin. Not the Olympics again, but the all-out battle between video game giants Sony Corp. and Nintendo Co. Ltd. The two Japanese companies are rolling out new gaming consoles, but Nintendo has beaten Sony to the punch by announcing an earlier launch date for its new hand-held game player."
4,Open Source Software Goes to Work,Businesses don't have to dump Windows to test drive free or low-price applications whose use may improve the bottom line.
4,The full horror of Ed Wood must be seen to be believed (USATODAY.com),"USATODAY.com - Tim Burton's Ed Wood, which earned Martin Landau an Oscar for playing Bela Lugosi, is finally out an DVD today. But what about the real-life oeuvre of writer/director/auteur Edward D. Wood Jr. (1924-1978)?"
4,Third-Quarter Loss \$3.4 Billion for MCI,"MCI Inc. Thursday reported a loss of \$3.4 billion during its third quarter, reflecting its recent decision to write down the value of its telecommunications network.&lt;BR&gt;\&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;"
4,Protests target nuclear shipment,Protests continue in France in a bid to stop delivery of  weapons-grade plutonium from the US for recycling.
4,Enter your e-mail:,"Archos has turned up the heat in the portable entertainment arena by announcing the 20GB Gmini400, a \$400 digital audio player with a 2.2-inch color LCD screen for watching videos and viewing photographs."
4,New Comet Now Visible to Naked Eye (SPACE.com),SPACE.com - A comet discovered earlier this year has now moved close enough to be visible without binoculars or telescopes by experienced observers under dark skies. It is expected to put on a modest show this month and into January.
4,Camera phone technology brings quick arrest of robbery suspect,"NASHVILLE, Tenn. A camera phone -- and its quick-thinking owner -- are being credited with solving a robbery. The victim is a limo driver who was washing his car in Nashville, Tennessee, today."
4,Will Longhorn's Loss Be Your Gain?,"Microsoft's decision to pare back features of the upcoming OS is not bad news, some say."
4,Filter Corporate Email Through Gmail,"Filter Corporate Email Through Gmail\\Shawn Hogan from DigitalPoint actually started filtering his various corporate email accounts through the gmail mail server. Shawn used many types of spam detection and filtering systems, including Spam Assassin, which I am happy with, to block unwanted email. But for some reason 2,000 spam emails ..."
4,Nobel Prize Winners Set to Be Announced (AP),"AP - In a tradition that has become as venerable as the 103-year-old Nobel Prizes themselves, the guessing game over who will take home the world's most coveted awards this week has entered full swing."
4,Recommendations to Combat Obesity in Kids (AP),AP - The Institute of Medicine had recommendations for several groups to help stem childhood obesity:
4,Storage On A Chip,Silicon Image #39;s new lower-cost storage appliance should be more palatable to small and midsize businesses. By Martin J. Garvey.
4,Winamp vulnerable to camouflaged-skin attacks,Users of the music player should watch out for hacked themes; a flaw allows would-be intruders to take control of PCs.
4,Start-up to use genes to build better chips,"Can food-poisoning bacteria E. coli make chips better than humans? Start-up says yes, but primordial soup will take time to steep."
4,"Naughty, nice are irrelevant if Santa can #39;t find any iPods","You could spend all weekend exploring retail stores in Wichita, and you still probably won #39;t find it. The Dora the Explorer talking dollhouse is sold out."
4,Mailblocks Finds Its Messages Blocked,Challenge/response e-mails accidentally marked as spam by AOL and EarthLink.
4,BBC wants help developing open source video codec,&lt;strong&gt;LinuxWorld&lt;/strong&gt; Dirac attack
4,Intel switches off LCOS TV chip,Intel has decided to cancel its project to develop a liquid crystal on silicon (LCOS) chip that would bring down the cost of rear-projection televisions.
4,Sun-Microsoft Pact Excludes OpenOffice Users,"Microsoft Corp. and Sun Microsystems Inc. have agreed not to sue each other or their customers for patent infringements, but the pact announced in April specifically states that the protection does not apply "
4,"Winter Weather Outlook Mixed, El Nino Looms (Reuters)","Reuters - Winter will be warmer than normal in\the U.S. Western and Plains states and colder than usual in the\Southeast and mid-Atlantic regions, but the return of El Nino\is making it hard for forecasters to hazard a guess for much of\the country, meteorologists said on Wednesday."
4,Microsoft tweaks volume-licensing program,"Among other changes, the software giant has established a Web site designed to make it easier to understand what the program's rules are."
4,"Poverty, Persecution Stalk Many Indigenous Peoples","Indigenous issues are receiving more political attention worldwide, but many observers say most indigenous people remain mired in poverty. Dwindling land remains a chief cause, experts say."
4,Vodafone tests Chinese mobile phone equipment,"Vodafone Group, Europe's largest mobile phone operator, is testing several network systems from Chinese manufacturers with the intention of purchasing equipment within the next few years."
4,Forum Nokia to streamline content distribution,SAN FRANCISCO-Nokia Corp. #39;s development program plans to use CTIA #39;s Wireless IT  amp; Entertainment show to unveil a worldwide initiative designed to make it easier for developers to bring mobile content and applications to market.
4,New Internet magazine grooms women for jihad,"DUBAI:  quot;Our main mission: push our children to the battlefield, like Al-Khansaa, quot; declares Umm Raad al-Tamimi in a newly-launched online magazine teaching women how to contribute to jihad, or holy war."
4,"Gartner revises PC market forecast, warns of downside","Although the PC market won't grow as fast this year as originally envisioned by Gartner analysts, the industry is still expected to sell 12.6 more units this year than in 2003."
4,Manugistics Plans Layoffs as Losses Mount,"Manugistics Group Inc., facing falling revenue and losses that more than doubled in its second quarter, said Thursday it will lay off more than 90 employees by the end of January."
4,Science Magazine Names Mars Discovery Breakthrough of the Year,"Before leaving Endurance Crater, Opportunity rovers panoramic camera, or Pancam, captured this view of  quot;Burns Cliff quot; at the base of the southeastern portion of the inner wall of the crater."
4,Is Google Bobbing for Apple?,"Just in case Apple #39;s (Nasdaq: AAPL) computer users were feeling left out, news reports say that Google (Nasdaq: GOOG) intends to develop its Desktop Search application for the Mac platform."
4,"Here #39;s looking at you, babe!",YOU have read about the alternative Internet browser that is known as Firefox. Here #39;s an easy guide to it. Nothing. Firefox is the collective product of volunteer programmers in what is known as the open-source community.
4,"NTT DoCoMo, mmO2 to  #39;partner #39; on UK i-mode","British mobile phone network O2 will launch an i-mode service next year after licensing the technology from Japanese telco NTT DoCoMo, newspaper reports have claimed."
4,Web-apps are the legacy apps of the future.,"  Back in the days of stone knives and bearskins applications were  things that were written in cretinous languages like COBOL that  ran on wierd 71 bit architectures and used messed up file formats like  JCL and VSAM files or whatever.  What's a 'Data Division'?  Some whiny  80s band from Manchester?      Of course today we are so much  smarter.  If you look at the evolution, from ML, to branched languages  to structured programming to OOP, and from 3270 applications, to PC  apps to client server to web apps, you can clearly see how the  applications programmer transformed himself from knuckle dragging  simian to homo sapiens. That's the stereotype, right?    We have a name for all that old stuff, a pejorative name:  'legacy'.1   I'm here to tell you that the web application is the new  legacy.  "
4,Court Documents Not Fit for Web?,"States are rethinking their policy of publishing all court documents -- divorces, medical histories, arrests -- on the web. On one hand is the citizens' right to know how their government operates. On the other is their right to privacy. By Jacob Ogles."
4,Italian Tower Ready for Space Station,"ROME - A watchtower built for the International Space Station (news - web sites) was turned over to the European Space Agency on Monday, the Italian aerospace company Alenia said."
4,Infocus: Detecting Complex Viruses,"The purpose of this paper is to examine the difficulties of detecting complex viruses, including polymorphic, metamorphic and entry-point obscuring viruses. Whether or not an anti-virus (AV) technology can detect these viruses can be a useful metric to consider when evaluating AV products."
4,Breeding Captive Elephants Is Difficult (AP),"AP - Elephants in zoos are living as long as those in the wild, but their population in captivity is dwindling because it is so difficult to breed them, according to studies released Friday."
4,Two big PeopleSoft shareholders split vote on Oracle bid,"Reflecting the uncertainty that has always swirled around Oracle's hostile bid for control of PeopleSoft, two major PeopleSoft shareholders have reached opposite conclusions about how to cast their votes on Oracle's buyout offer."
4,Fujitsu and Cisco Form Strategic Alliance,"Fujitsu Limited and Cisco Systems announced a strategic alliance focusing on routers and switches for the Japanese markets. Specifically, the companies agreed to jointly develop high-end routers and will collaborate "
4,"Google, BellSouth Ink Local Advertising Deal (Reuters)","Reuters - In a bid to further expand its\reach, Google Inc. said on Thursday it authorized BellSouth\Corp.'s  online Yellow Pages unit RealPages.com to sell\Google's Web search ads to small and mid-sized businesses in\the southeastern United States."
4,"NetApp posts profits, continues hiring spree","Network Appliance posted positive results for its first quarter of 2005 on Wednesday, reporting a 38 percent increase in revenue compared to the same quarter last year, and said it intends to continue hiring 200 new people a quarter. "
4,"Antiwar Protesters Told  Shop Till You Drop, Too","New York Mayor Michael Bloomberg has decided that if antiwar protesters are to descend on his city by the hundreds of thousands for the Republican Convention, he may as well turn them into shoppers. &lt;BR&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;"
4,Backward drawings may have doomed Genesis,"The NASA spacecraft that smashed into the Utah desert last month while bringing home fragile samples of the sun may have been doomed by engineering drawings that had been done backwards, an investigating board said Friday."
4,Movie Studios to Sue Internet File Traders,"Taking a cue from the music industry, film studios and the Motion Picture Association of America said on Thursday that they were readying the first lawsuits against people "
4,CA updates Unicenter offerings,Computer Associates Monday announced the general availability of three Unicenter performance management products for mainframe data management.
4,SynXis to Be Bought for \$40 Million,"In buying the McLean firm, Sabre would get 6,000 small and medium-size hotels as customers, as well as the technology they use to track inventory, book guests online and connect to Internet reservation services, including Sabre's Travelocity.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;"
4,Google Toolbar Security Warning,"Google Toolbar Security Warning\\As many of the readers of Search Engine Journal (including myself) probably have the Google Toolbar installed on your machines, we thought that this warning is quite relevant. The Google Toolbar apparently has a security hole which has been posted on SecurityTracker.com. \\It is reported that the ..."
4,Feds Hunt Source of GOP Data,"When contact info for Republican delegates got posted on the web, the Department of Justice subpoenaed an ISP, but now seems to be backing off. Ann Harrison reports from New York."
4,AMD Releases New Mobile Sempron,Will the chip maker ever overcome Intel's advantage in the notebook market?
4,"Anything But Microsoft Retail Store Pushes Linux, Open Source (TechWeb)","TechWeb - The Linux and open source software movement has an ambitious retail store, and it is offering a low-cost, lightweight laptop that is devoid of Microsoft software."
4,SpaceShipOne wins \$10MX Prize,"SpaceShipOne has completed its second suborbital flight in five days, securing the \$10 million Ansari X Prize. SpaceShipOne is the first privately built, manned vehicle to reach space."
